chunk_id,condition_name,question,answer,section,source_url,source_path
skin_cancer_melanoma::prevention,Skin cancer (melanoma),How can skin cancer (melanoma) be prevented?,"Melanoma is not always preventable, but you can reduce your chances of developing it by avoiding getting sunburnt.

You can help protect yourself from the sun by:

- covering up with a hat, clothing and sunglasses
- staying in the shade, especially between 11am and 3pm
- putting sunscreen on any skin that is not covered

Do not use sunbeds, sunlamps or sunbathe.

Preventing melanoma",prevention,https://www2.hse.ie/conditions/skin-cancer-melanoma/#preventing-melanoma,/conditions/skin-cancer-melanoma/
skin_cancer_melanoma::signs_and_symptoms_of_melanoma,Skin cancer (melanoma),What should I know about skin cancer (melanoma) and signs and symptoms of melanoma?,"The most common sign of melanoma is a new mole or a change in an existing mole. A mole may change shape, size or colour. It may stand out among other moles.

Most melanomas are new moles.

Check your skin every few months for new moles or changes in existing moles. Spot any changes using the ABCDE of moles .

Symptoms of melanoma",signs_and_symptoms_of_melanoma,https://www2.hse.ie/conditions/skin-cancer-melanoma/#signs-and-symptoms-of-melanoma,/conditions/skin-cancer-melanoma/
skin_cancer_melanoma::treating_melanoma,Skin cancer (melanoma),What should I know about skin cancer (melanoma) and treating melanoma?,"The main treatment for melanoma is an operation (surgery). But your treatment will depend on things like the stage of the cancer and your general health.

If melanoma is diagnosed and treated at an early stage, surgery is usually successful.

Treating melanoma",treating_melanoma,https://www2.hse.ie/conditions/skin-cancer-melanoma/#treating-melanoma,/conditions/skin-cancer-melanoma/
skin_cancer_melanoma::types_of_melanoma,Skin cancer (melanoma),What should I know about skin cancer (melanoma) and types of melanoma?,There are many different types of melanoma. Sometimes melanoma skin cancer is called malignant melanoma.,types_of_melanoma,https://www2.hse.ie/conditions/skin-cancer-melanoma/#types-of-melanoma,/conditions/skin-cancer-melanoma/
skin_cancer_melanoma::what_causes_melanoma,Skin cancer (melanoma),What should I know about skin cancer (melanoma) and what causes melanoma?,"Most melanomas are caused by exposure to ultraviolet (UV) light from the sun or a sunbed.

Certain things can increase your chances of developing melanoma, such as having:

- lots of moles or freckles
- pale white skin that burns easily and never tans
- red or blonde hair
- a close family member who has had melanoma

Causes of melanoma",what_causes_melanoma,https://www2.hse.ie/conditions/skin-cancer-melanoma/#what-causes-melanoma,/conditions/skin-cancer-melanoma/
skin_problems_during_pregnancy::acne,Skin problems during pregnancy,What should I know about skin problems during pregnancy and acne?,"Acne is a condition that causes spots, blackheads, whiteheads, red lumps and oily skin. It is most common on the face, neck, back and chest.

Around half of all women get acne during pregnancy. If you already have acne, it can get worse during pregnancy.

Acne is usually worse during the first trimester . It gets better as the pregnancy continues.

If your acne is severe, your GP may be able to refer you to a dermatologist.

What you can do
To reduce the symptoms of acne:
- try not to pick your skin or squeeze your spots - this can cause scarring
- talk to your GP and pharmacist about products that are safe to use during pregnancy
- use “non-comedogenic” makeup and skincare products - they are less likely to make acne worse
- avoid using strong or harsh soaps - they can irritate your skin
- gently wash your skin every morning and evening with a cleanser and warm water, then pat yourself dry with a towel

To reduce the symptoms of acne:

- try not to pick your skin or squeeze your spots - this can cause scarring
- talk to your GP and pharmacist about products that are safe to use during pregnancy
- use “non-comedogenic” makeup and skincare products - they are less likely to make acne worse
- avoid using strong or harsh soaps - they can irritate your skin
- gently wash your skin every morning and evening with a cleanser and warm water, then pat yourself dry with a towel",acne,https://www2.hse.ie/conditions/skin-problems-pregnancy/#acne,/conditions/skin-problems-pregnancy/
skin_problems_during_pregnancy::melasma,Skin problems during pregnancy,What should I know about skin problems during pregnancy and melasma?,"Melasma is when patches of brown or grey discolouration appear on the skin. These patches are usually on the cheeks, forehead and upper lip.

Melasma is not skin cancer. It will not change into cancer.

About half of all women get melasma during pregnancy.

Melasma will usually fade a few months after you have given birth. It may return during later pregnancies. It may also come back if you take the combined oral contraceptive pill .

Exposure to sunlight, sunbeds and phototherapy can make melasma worse.

What you can do
To avoid getting melasma or reduce its symptoms, you can:
- wear sunscreen everyday - in Ireland, this means factor 50 in summer and factor 30 in winter
- avoid sitting in the sun
- wear a wide-brimmed hat
Contact your GP if your melasma does not fade after you have given birth and you're worried about it. They can refer you to a dermatologist.

To avoid getting melasma or reduce its symptoms, you can:

- wear sunscreen everyday - in Ireland, this means factor 50 in summer and factor 30 in winter
- avoid sitting in the sun
- wear a wide-brimmed hat

Contact your GP if your melasma does not fade after you have given birth and you're worried about it. They can refer you to a dermatologist.",melasma,https://www2.hse.ie/conditions/skin-problems-pregnancy/#melasma,/conditions/skin-problems-pregnancy/
skin_problems_during_pregnancy::puppp_rash,Skin problems during pregnancy,What should I know about skin problems during pregnancy and puppp rash?,"PUPPP rash stands for pruritic urticarial papules and plaques in pregnancy. It's an itchy bumpy rash that affects the tummy, legs and arms.

PUPPP is not harmful. But it can be very irritating. It usually happens in the second half of pregnancy. It disappears soon after giving birth.

Around 1 in 400 pregnant women get PUPPP. This means that 399 in 400 do not get it.

What you can do
To reduce skin itching, use:
- emollients that do not have any perfume
- anti-itch medication
- antihistamines

To reduce skin itching, use:

- emollients that do not have any perfume
- anti-itch medication
- antihistamines",puppp_rash,https://www2.hse.ie/conditions/skin-problems-pregnancy/#puppp-rash,/conditions/skin-problems-pregnancy/
skin_problems_during_pregnancy::skin_itching,Skin problems during pregnancy,What should I know about skin problems during pregnancy and skin itching?,"Skin itching is common during pregnancy. This is because of the increased blood supply and stretching of the skin.

What you can do
To reduce skin itching, you can:
- moisturise regularly
- wear loose, cotton clothes
Treating itchy skin

To reduce skin itching, you can:

- moisturise regularly
- wear loose, cotton clothes

Treating itchy skin",skin_itching,https://www2.hse.ie/conditions/skin-problems-pregnancy/#skin-itching,/conditions/skin-problems-pregnancy/
skin_problems_during_pregnancy::treating_skin_problems_during_pregnancy,Skin problems during pregnancy,What should I know about skin problems during pregnancy and treating skin problems during pregnancy?,"Pregnant women should not use certain skin medications. They can cause birth defects in babies.

If you are pregnant, breastfeeding or trying to conceive, avoid using the following:

- retinol or retinoids - these are tablets or creams made from vitamin A
- salicylic acid
- antibiotics like lymecycline (Tetralysal) and minocycline (Minocin)

If you want to try for a baby, wait a month after stopping these medications. Always talk to your GP before trying for a baby if you have been taking medication.

Treatments for skin problems that are safe to take during pregnancy include:

- glycolic acid - you can buy products containing glycolic acid at a pharmacy
- azelaic acid creams - your GP can prescribe these
- antibiotics like erythromycin

Lifestyle changes and things to avoid during pregnancy",treating_skin_problems_during_pregnancy,https://www2.hse.ie/conditions/skin-problems-pregnancy/#treating-skin-problems-during-pregnancy,/conditions/skin-problems-pregnancy/
